id,Latitude,Longitude,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,target
12166,33.81,-117.14,3.2778,13,6.469064748,1.087769784,2044,2.941007194,1.488
12167,33.8,-117.22,4.0717,3,7.248285322,1.262002743,2703,3.70781893,1.265
12168,33.71,-117.09,1.972,13,4.838235294,1.044117647,1276,3.12745098,0.905
12169,33.72,-117.07,2.7983,16,5.777256741,1.125439625,2132,2.499413834,1.125
12170,33.74,-117.11,2.1182,18,5.083686441,1.096398305,1966,2.082627119,0.713
12171,33.7,-117.15,3.1319,2,5.473090278,1.098090278,2489,2.160590278,1.115
12172,33.73,-117.16,2.6322,10,4.991614256,0.951781971,1323,2.773584906,1.407
12173,33.79,-117.23,2.2969,17,4.930163447,1.127786033,2016,2.995542348,0.893
12174,33.78,-117.23,1.9767,23,5.708401977,1.15815486,2672,4.401976936,0.815
12175,33.77,-117.23,2,5,4.572668113,1.075921909,1666,3.613882863,0.83
12176,33.83,-117.29,2.4662,15,5.852734923,1.127629734,2393,3.356241234,1.183
12177,33.8,-117.32,4.0982,11,5.789855072,1.043478261,1757,3.182971014,1.733
12178,33.81,-117.26,2.1549,22,5.022458629,1.089834515,2405,2.842789598,1.465
12179,33.77,-117.24,2.8401,9,5.354263566,1.068992248,3665,2.841085271,1.042
12180,33.75,-117.31,2.1484,19,5.235973597,1.118811881,2204,3.636963696,1.292
12181,33.77,-117.27,2.0878,16,5.27706422,1.056880734,1859,3.411009174,1.013
12182,33.72,-117.29,2.817,19,6.108695652,1.160326087,1207,3.279891304,1.1
12183,33.72,-117.28,2.1667,11,5.528571429,1.119047619,640,3.047619048,1.146
12184,33.69,-117.39,5.3275,5,6.490059642,0.991053678,3464,3.44333996,1.687
12185,33.7,-117.37,3.2481,8,5.535031847,1.101910828,2425,3.089171975,1.238
12186,33.71,-117.34,3.1513,10,6.096470588,1.143529412,1255,2.952941176,1.543
12187,33.67,-117.31,3.1832,9,6.288461538,1.083333333,596,3.820512821,1.574
12188,33.69,-117.35,3.102,11,6.468421053,1.242105263,581,3.057894737,1.113
12189,33.67,-117.33,1.9194,27,5.029885057,1.152873563,2667,3.065517241,1.006
12190,33.68,-117.35,4.2788,10,5.375,1.114583333,282,2.9375,1.25
12191,33.67,-117.38,3.375,9,5.654468085,1.160851064,7235,3.078723404,1.318
12192,33.67,-117.38,2.2423,17,5.800457404,1.318467696,4776,2.730703259,1.326
12193,33.64,-117.35,2.5395,23,5.076980015,1.136195411,3405,2.520355292,1.092
12194,33.63,-117.29,3.8056,7,6.599340478,1.123660346,7139,2.94270404,1.622
12195,33.66,-117.28,2.6949,15,5.496394231,1.115384615,2513,3.020432692,1.636
12196,33.55,-117.43,9.4356,8,6.558823529,0.911764706,188,2.764705882,4.656
12197,33.6,-117.36,3.2258,10,5.604651163,1.112175103,2082,2.848153215,1.593
12198,33.65,-117.25,3.5125,10,7.090128755,1.356223176,725,3.111587983,1.556
12199,33.64,-117.19,3.235,12,6.094650206,1.090534979,757,3.115226337,2.107
12200,33.61,-117.21,3.6273,7,6.651162791,1.14039621,2975,2.562446167,1.509
12201,33.58,-117.2,4.5936,2,9.52455427,1.574288395,9419,2.946199562,1.743
12202,33.61,-117.16,4.7944,3,7.49726776,1.169398907,1223,3.341530055,2.153
12203,33.61,-117.12,4.3651,2,6.621134021,1.110824742,1232,3.175257732,1.456
12204,33.57,-117.16,3.9443,2,7.507731959,1.194771723,7132,2.625920471,1.873
12205,33.54,-117.16,3.7538,4,5.251325557,1.060445387,2912,3.088016967,1.475
12206,33.52,-117.05,4.8083,5,6.914342629,1.055776892,1541,3.069721116,3.477
12207,33.52,-116.96,4.125,9,6.655581948,1.118764846,1155,2.743467933,3.921
12208,33.56,-117.1,4.3833,6,7.562753036,1.170040486,750,3.036437247,3.076
12209,33.6,-117.02,3.244,7,6.220820189,1.110410095,964,3.041009464,3.372
12210,33.62,-116.96,4.2917,8,7.164285714,1.192857143,388,2.771428571,2.219
12211,33.48,-117.22,6.9136,5,8.756906077,1.364640884,510,2.817679558,4.933
12212,33.53,-117.19,3.475,6,6.352941176,1.058823529,43,2.529411765,1.875
12213,33.51,-117.18,6.993,13,6.428571429,1,120,2.857142857,5.00001
12214,33.49,-117.12,3.9963,4,6.761377614,1.246924969,8824,2.713407134,1.911
12215,33.52,-117.12,4.5841,4,7.0064531,1.142429131,13251,3.053929477,2.123
12216,33.45,-117.15,4.6904,4,7.312148029,1.136765889,3886,3.126307321,1.742
12217,33.46,-116.99,2.83,13,5.977777778,1.518518519,846,3.133333333,0.43
12218,33.57,-117.23,3.9617,6,6.910372608,1.142497482,5860,2.950654582,1.83
12219,33.55,-117.27,5.5351,4,8.584269663,1.25,2088,2.93258427,4.29
12220,33.51,-117.32,5.2066,4,10.5,1.445652174,311,3.380434783,5.00001
12221,33.71,-117.02,3.0043,6,5.724757953,1.09197787,3062,2.117565698,1.347
12222,33.71,-116.91,3.1591,19,6.452132701,1.103317536,2703,2.562085308,1.897
12223,33.73,-116.89,5.3623,15,7.559566787,1.140794224,937,3.38267148,2.013
12224,33.68,-116.95,4.4792,11,8.047619048,1.210884354,543,3.693877551,1.739
12225,33.65,-116.9,2.1071,15,6.721649485,1.536082474,248,2.556701031,0.938
12226,33.63,-116.92,2.8125,18,4.9625,1.1125,239,2.9875,1.438
12227,33.73,-116.99,1.9961,13,4.996287129,1.074876238,6159,1.905631188,0.978
12228,33.74,-116.9,2.3712,14,5.304651163,0.990697674,894,2.079069767,1.279
12229,33.75,-116.95,2.0714,19,4.414201183,1.130177515,1190,2.347140039,0.858
12230,33.75,-116.95,1.7847,23,4.42384106,1.036896878,2770,2.620624409,1.095
12231,33.75,-116.93,2.964,14,5.817567568,1.108108108,3136,3.027027027,1.215
12232,33.74,-116.93,3.6806,15,5.744648318,1.018348624,1693,2.588685015,1.128
12233,33.74,-116.95,2.4554,20,5.596491228,1.080200501,1024,2.56641604,0.894
12234,33.73,-116.96,3.069,20,5.237831858,1.076327434,2306,2.550884956,0.87
12235,33.73,-116.95,3.2371,21,5.996078431,1.058823529,2233,2.918954248,0.945
12236,33.74,-116.95,2.7083,18,4.99,1.0125,1270,3.175,0.912
12237,33.74,-116.94,4.6406,19,6.107368421,0.936842105,1414,2.976842105,1.189
12238,33.73,-116.94,3.7175,17,6.606914213,1.089628681,2344,3.00128041,1.2
12239,33.73,-116.93,4.0433,13,6.996116505,1.112621359,1644,3.19223301,1.323
12240,33.75,-116.96,2.5898,35,4.636879433,1.073758865,2328,3.30212766,0.763
12241,33.74,-116.97,1.942,31,4.311605723,0.998410175,1519,2.414944356,0.862
12242,33.75,-116.97,1.3039,22,4.538834951,1.171116505,2011,2.440533981,0.775
12243,33.75,-116.99,1.4366,18,4.558879392,1.140075973,4002,1.9002849,0.77
12244,33.74,-116.98,1.8446,25,4.8359375,1.037109375,1589,1.551757813,0.857
12245,33.74,-116.97,2.2161,20,4.846965699,1.044854881,1498,1.976253298,0.769
12246,33.74,-116.96,2.2115,19,5.242816092,1.084770115,1717,2.466954023,0.876
12247,33.77,-116.94,2.4145,14,5.838709677,1.137096774,2708,2.183870968,1.376
12248,33.75,-117.01,1.8015,15,4.359635812,1.370257967,1094,1.660091047,1.051
12249,33.76,-116.95,1.7079,10,4.748449345,1.172984149,3141,2.16471399,0.959
12250,33.77,-116.98,1.9707,12,5.213774597,1.170840787,2711,2.424865832,1.079
12251,33.76,-116.99,2.1722,12,4.907335907,1.096525097,2823,1.816602317,0.694
12252,33.74,-117,2.1103,8,4.814814815,1.381210479,2143,1.935862692,0.944
12253,33.73,-117.02,1.9476,14,5.323741007,1.079136691,1171,1.684892086,1.125
12254,33.77,-116.99,2.2925,7,6.129070456,1.188277087,3559,2.107164002,1.131
12255,33.76,-117.02,2.8393,20,8.335443038,1.284810127,453,2.867088608,1.207
12256,33.83,-116.98,2.683,15,6.365714286,1.348571429,653,1.865714286,1.393
12257,33.81,-117.02,2.3,10,5.774223035,1.220292505,2625,2.399451554,1.089
12258,33.79,-116.95,2.1979,8,5.642380708,1.13134941,5060,2.596203181,0.953
12259,33.79,-116.95,1.8845,20,4.426199262,1.007380074,1726,3.184501845,0.777
12260,33.79,-116.96,2.0135,21,4.53030303,1.046969697,2108,3.193939394,0.83
12261,33.78,-116.97,2.535,24,5.085388994,1.149905123,1728,3.278937381,0.748
12262,33.78,-116.95,1.7303,24,4.612990528,1.087956698,1939,2.623815968,0.74
12263,33.79,-116.89,2.0577,12,6.372727273,1.181818182,434,3.945454545,0.567
12264,33.76,-116.87,2.5612,5,5.740585774,1.061366806,1714,2.390516039,1.308
12265,33.74,-116.88,1.5982,20,6.124015748,1.226377953,1000,1.968503937,1.4
12266,33.75,-116.89,2.0154,23,5.606185567,1.109278351,930,1.917525773,0.817
12267,33.75,-116.91,2.3169,13,5.568286445,1.08797954,4266,2.182097187,1.234
12268,33.73,-116.86,2.933,13,6.244604317,1.06235012,978,2.345323741,1.707
12269,34,-117.04,2.4167,25,4.777070064,0.994904459,1594,2.030573248,1.049
12270,34,-117.06,2.5357,33,5.585106383,1.156028369,879,3.117021277,0.944
12271,34,-117.04,3.5255,21,5.694581281,1.049261084,2174,2.677339901,1.321
12272,33.99,-116.99,4.7356,22,6.828756058,1.063004847,1849,2.987075929,1.959
12273,33.97,-117.01,2.3355,18,5.711722488,1.059808612,1868,2.234449761,1.188
12274,33.97,-116.95,3.1393,14,6.310794781,1.15539739,1947,2.309608541,1.163
12275,33.96,-116.97,2.4322,12,5.105125977,1.061685491,2992,2.599478714,1.121
12276,33.98,-117.11,2.7344,25,4.166112957,1.03654485,715,2.375415282,1.49
12277,33.95,-117.02,2.8783,5,5.821086262,1.172523962,798,2.549520767,1.052
12278,33.89,-117.03,3.125,6,7.8,1.1,27,2.7,1.875
12279,33.94,-116.96,1.4063,22,4.173277662,1.037578288,1304,2.722338205,0.819
12280,33.92,-116.99,3.7083,26,8.525423729,1.169491525,293,4.966101695,1.475
12281,33.97,-116.86,2.3977,11,5.483333333,1.091666667,376,3.133333333,0.58
12282,33.99,-116.79,1.4688,16,4.76119403,1.014925373,212,3.164179104,0.9
12283,33.92,-116.77,1.6875,19,5.279176201,1.201372998,1266,2.897025172,0.63
12284,33.9,-116.81,1.3286,17,5.272965879,1.230971129,820,2.152230971,0.818
12285,33.86,-116.89,3.0417,2,7.040816327,1.263265306,1950,1.989795918,1.463
12286,33.86,-116.95,1.625,1,3,1,8,4,0.55
12287,33.84,-116.86,2.7788,18,7.040540541,1.594594595,174,2.351351351,0.911
12288,33.94,-116.98,3.4545,27,5.288990826,0.978593272,1760,2.691131498,0.898
12289,33.93,-116.98,1.9472,40,5.026490066,1.099337748,1391,3.070640177,0.732
12290,33.94,-116.97,3.0432,29,5.301824212,1.048092869,1722,2.855721393,0.912
12291,33.93,-116.97,1.424,29,4.461661342,1.153354633,1583,2.528753994,0.732
12292,33.93,-116.98,2.1581,33,4.272727273,0.943181818,267,3.034090909,0.683
12293,33.98,-116.9,3.6339,30,6.088646967,1.045101089,1820,2.830482115,0.986
12294,33.93,-116.93,2.0549,13,5.312457454,1.085091899,3297,2.244383935,0.956
12295,33.93,-116.89,2.0976,29,4.987938596,1.004385965,2494,2.734649123,0.726
12296,33.93,-116.88,1.2188,37,4.371345029,1.254385965,865,2.529239766,0.55
12297,33.93,-116.9,2.2321,34,4.919629057,1.14064915,1820,2.812982998,0.718
12298,34,-116.91,5.5,18,6.743902439,1.219512195,215,2.62195122,1.938
12299,33.94,-116.87,2.218,35,5.276393832,1.074733096,2736,3.245551601,0.734
12300,33.93,-116.87,1.4556,32,4.356449376,1.126213592,2589,3.590846047,0.546
12301,33.91,-116.87,2.7536,37,5.993548387,1.164516129,1632,5.264516129,0.731
12302,33.92,-116.89,2.6643,10,4.436454849,1.038461538,1967,3.289297659,0.81
12303,33.83,-116.75,3.3333,16,19.11956522,3.876811594,657,2.380434783,1.434
12304,33.8,-116.8,3.4167,35,8.307692308,1.615384615,158,4.051282051,1
12305,33.75,-116.71,3.0625,25,12.51760563,2.536384977,1874,2.199530516,1.505
12306,33.71,-116.68,3.5882,21,13.56862745,2.788235294,658,2.580392157,1.611
12307,33.62,-116.74,2.9141,11,9.855371901,2.731404959,682,2.818181818,2.143
12308,33.52,-116.8,3.8281,3,7.980769231,1.394230769,272,2.615384615,1.635
12309,33.48,-116.89,2.8071,14,6.01183432,1.295857988,443,2.621301775,1.375
12310,33.57,-116.87,3.038,12,5.912820513,1.358974359,446,2.287179487,1.281
12311,33.56,-116.72,2.355,13,6.665263158,1.435789474,1250,2.631578947,1.229
12312,33.61,-116.48,2.9167,8,6.502512563,1.366834171,457,2.296482412,1.153
12313,33.64,-116.57,6.2702,10,6.608108108,1.108108108,183,2.472972973,3.455
12314,33.46,-116.76,3.0694,6,5.791666667,1.240740741,544,2.518518519,1.734
12315,33.51,-116.42,2.5625,26,4.769230769,1.230769231,102,2.615384615,1.031
12316,33.49,-116.6,2.183,16,6.300675676,1.396959459,1346,2.273648649,1.135
12317,33.5,-116.69,1.9107,13,6.631284916,1.424581006,442,2.469273743,1.557
12318,33.82,-116.39,2.7219,15,6.724137931,1.365396249,4122,2.493647913,0.744
12319,33.94,-116.71,3.0208,12,6.1,1.211111111,209,2.322222222,0.663
12320,33.89,-116.51,1.95,21,5.510729614,1.313304721,537,2.30472103,0.61
12321,33.93,-116.61,2.8056,35,5.262295082,1.163934426,157,2.573770492,0.681
12322,33.94,-116.57,1.1917,29,5.14953271,1.551401869,224,2.093457944,0.5
12323,34,-116.57,3.5208,20,5.2,1.34,69,1.38,0.766
12324,33.93,-116.44,1.6849,17,8.83639399,2.113522538,1201,2.005008347,0.884
12325,33.88,-116.36,1.7844,11,10.19237013,2.51461039,2453,1.991071429,0.785
12326,33.97,-116.52,3.3616,13,5.896240602,1.133834586,1902,2.860150376,0.896
12327,33.96,-116.51,1.4665,16,4.340106007,1.232332155,2518,2.224381625,0.611
12328,33.95,-116.53,2.625,18,5.620300752,1.218045113,1280,2.406015038,0.682
12329,33.95,-116.5,1.6983,10,4.471930907,1.161011721,4274,2.636644047,0.666
12330,33.94,-116.51,1.7388,12,5.768835616,1.335616438,1315,2.251712329,0.66
12331,33.96,-116.48,2.3382,11,5.568548387,1.209677419,644,2.596774194,0.894
12332,33.94,-116.47,3.2578,18,5.755154639,1.213917526,919,2.368556701,0.852
12333,33.94,-116.48,1.8,10,6.695473251,1.878600823,923,1.899176955,0.81
12334,33.98,-116.5,4.0417,5,7.64021164,1.530864198,1420,2.504409171,1.464
12335,33.84,-116.51,4.0729,16,5.297297297,1.043243243,454,2.454054054,1
12336,33.89,-116.63,1.5227,22,5.746268657,1.358208955,610,2.276119403,0.71
12337,33.84,-116.52,3.6875,17,10.03370787,1.930337079,853,1.916853933,1.304
12338,33.87,-116.54,1.9167,16,6.278829604,1.78141136,1687,2.903614458,0.704
12339,33.84,-116.57,3.3897,18,8.64495114,1.793702497,2009,2.181324647,2.302
12340,33.85,-116.53,2.9647,16,7.537023186,1.63500374,3048,2.27973074,1.109
12341,33.84,-116.55,5.7613,28,8.647398844,1.624277457,676,1.953757225,5.00001
12342,33.84,-116.53,2.5885,28,6.267910448,1.37238806,3470,2.589552239,1.59
12343,33.85,-116.52,3.4886,13,6.840723982,1.30678733,3189,2.885972851,1.125
12344,33.82,-116.5,2.1042,16,24.5,6.071428571,29,2.071428571,0.875
12345,33.82,-116.49,2.9569,27,6.233082707,1.195488722,2362,4.439849624,0.659
12346,33.82,-116.52,2.5212,21,5.897923875,1.335063437,3623,2.089388697,1.452
12347,33.82,-116.54,1.5595,12,7.293846154,1.923846154,2725,2.096153846,1.156
12348,33.83,-116.56,2.6083,36,6.685606061,1.511363636,451,1.708333333,3.219
12349,33.8,-116.48,3.6667,15,14.3047619,2.928571429,437,2.080952381,0.9
12350,33.81,-116.5,2.5399,26,4.253592561,1.038884193,3086,2.608622147,0.948
12351,33.81,-116.52,3.4394,12,9.799209486,2.017391304,2548,2.014229249,1.622
12352,33.81,-116.54,2.1176,31,5.081282625,1.278150634,2628,1.959731544,1.241
12353,33.81,-116.54,3.1493,24,7.307322929,1.460984394,1721,2.066026411,1.994
12354,33.8,-116.49,3.7396,13,12.7747093,2.725290698,1274,1.851744186,1.489
12355,33.8,-116.54,2.2216,22,6.797752809,1.558426966,1432,1.608988764,1.839
12356,33.76,-116.57,3.1364,25,7.626822157,1.594752187,581,1.693877551,3.016
12357,33.69,-116.5,2.25,20,6.5,1.451351351,1304,1.762162162,2.481
12358,33.79,-116.54,3.9737,18,10.20021763,1.936887922,1678,1.825897715,2.356
12359,33.78,-116.53,2.5489,18,11.90186916,2.163551402,411,1.920560748,2.205
12360,33.88,-116.53,4.6855,5,6.631184408,1.143928036,1906,2.857571214,1.252
12361,33.84,-116.48,1.7204,5,11.29896907,2.826804124,1050,2.164948454,1.375
12362,33.79,-116.48,2.6298,14,9.425,2.02,1711,1.711,1.452
12363,33.84,-116.47,4.3111,3,7.219685039,1.190551181,3838,3.022047244,1.425
12364,33.82,-116.46,3.9508,6,5.873188406,1.111111111,3010,3.6352657,1.042
12365,33.81,-116.47,2.4497,7,4.823389021,1.18424821,6274,2.994749403,0.909
12366,33.79,-116.46,2.1411,10,10.52950076,2.249621785,1130,1.709531014,1.364
12367,33.81,-116.43,3.5223,8,8.591549296,1.719590269,2069,2.649167734,1.151
12368,33.79,-116.42,4.9444,12,12.44736842,2.210526316,1179,2.068421053,2.85
12369,33.78,-116.43,6.1437,17,9.252155172,1.534482759,1091,2.351293103,2.321
12370,33.78,-116.45,3.0859,16,8.181533646,1.552425665,1177,1.841940532,1.346
12371,33.76,-116.42,7.6281,14,13.40808241,2.248019017,2524,2,3.417
12372,33.78,-116.4,6.8729,8,14.70673077,2.403846154,612,2.942307692,2.592
12373,33.8,-116.45,3.6161,9,5.490079365,1.196428571,2283,2.264880952,0.991
12374,33.78,-116.36,3.3799,6,10.86042323,2.036019811,4176,1.880234129,2.393
12375,33.74,-116.38,4.084,7,9.658791209,1.911538462,3581,1.967582418,1.945
12376,33.75,-116.33,4.036,5,13.88590116,2.851017442,2880,2.093023256,1.585
12377,33.73,-116.31,3.2846,19,7.079500284,1.424190801,4086,2.320272572,1.319
12378,33.78,-116.46,1.3801,25,4.7375,1.725,604,2.516666667,0.55
12379,33.78,-116.46,2.5477,33,4.020376176,1.167711599,2301,3.606583072,0.83
12380,33.77,-116.47,4.4107,26,6.427503737,1.146487294,1557,2.32735426,1.225
12381,33.78,-116.47,3.3162,27,5.238235294,1.297058824,759,2.232352941,1.136
12382,33.73,-116.38,4.0079,10,7.538853503,1.531847134,3811,2.427388535,1.345
12383,33.72,-116.37,3.312,17,6.451757666,1.390426328,3497,2.615557218,1.213
12384,33.72,-116.39,3.5569,19,7.11255814,1.505116279,2496,2.321860465,1.28
12385,33.71,-116.38,4.5556,17,8.790583275,1.728742094,2737,1.923401265,2.581
12386,33.69,-116.39,6.9833,10,10.7654663,1.853185596,2186,2.018467221,2.388
12387,33.72,-116.37,3.0021,19,5.934803452,1.299137105,2242,2.149568552,1.523
12388,33.77,-116.44,2.2439,18,7.426829268,1.692073171,955,1.455792683,0.975
12389,33.75,-116.43,3.7727,24,10.9535865,1.848101266,473,1.995780591,5.00001
12390,33.74,-116.44,7.9885,5,12.62686567,3.71641791,117,1.746268657,4.033
12391,33.74,-116.41,3.3639,25,6.395348837,1.22997416,910,2.351421189,1.688
12392,33.74,-116.41,2.4659,17,9.747727273,2.029545455,958,2.177272727,1.778
12393,33.68,-116.42,2.2208,15,7.36294896,1.47826087,900,1.701323251,1.383
12394,33.69,-116.37,7.8005,7,19.65625,3.441964286,858,1.915178571,3.181
12395,33.72,-116.33,7.4382,11,10.82265145,1.755926251,2450,2.151009658,3.531
12396,33.67,-116.29,5.6918,12,12.91048593,2.153452685,883,2.25831202,2.313
12397,33.68,-116.3,2.8882,10,7.851973684,1.582236842,863,2.838815789,1.375
12398,33.67,-116.31,2.9187,15,6.325714286,1.171428571,1152,3.291428571,0.934
12399,33.67,-116.31,3.3333,11,6.410396717,1.164158687,2466,3.373461012,0.918
12400,33.66,-116.31,3.6354,7,6.307152875,1.165497896,2248,3.152875175,0.98
12401,33.65,-116.31,4.5938,8,6.495780591,1.17721519,1572,3.316455696,1.026
12402,33.72,-116.26,3.1086,10,7.329696025,1.424006235,3208,2.500389712,1.058
12403,33.69,-116.25,2.7667,5,4.449197861,1.187165775,907,2.42513369,0.929
12404,33.7,-116.22,3.2833,9,9.628428928,2.117206983,825,2.057356608,1.247
12405,33.76,-116.24,3.8125,9,7.130909091,2.163636364,966,3.512727273,0.967
12406,33.74,-116.29,4.7195,6,6.745067497,1.326583593,4571,2.373312565,1.993
12407,33.72,-116.29,3.1771,5,7.625531915,1.617021277,1097,2.334042553,1.674
12408,33.81,-116.25,3.4583,24,5.207100592,1.106508876,507,3,0.675
12409,33.75,-116.25,2.025,33,3.432098765,1.12345679,375,4.62962963,0.5
12410,33.72,-116.24,3.775,25,5.6,1.111229947,2725,2.914438503,0.934
12411,33.71,-116.24,2.7598,10,4.895934959,1.205420054,5525,2.994579946,0.95
12412,33.73,-116.24,3.0682,14,5.493069307,1.120792079,1530,3.02970297,1.041
12413,33.74,-116.22,3.3107,26,5.055214724,1.052760736,2918,3.580368098,0.694
12414,33.75,-116.21,3.0673,22,4.425742574,0.95049505,830,4.108910891,0.682
12415,33.72,-116.21,2.3169,28,3.680473373,1.056213018,2891,4.276627219,0.689
12416,33.73,-116.22,2.1217,38,5.557377049,1.154098361,1279,4.193442623,0.685
12417,33.73,-116.23,2.8648,29,4.740585774,0.924686192,918,3.841004184,0.721
12418,33.71,-116.21,1.7083,19,4.033678756,1.019430052,3157,4.089378238,0.822
12419,33.72,-116.22,1.7172,28,3.371428571,1.053061224,979,3.995918367,0.588
12420,33.7,-116.2,2.2989,26,4.48411215,1.168224299,2654,4.960747664,0.606
12421,33.72,-116.23,1.7805,32,4.199831366,1.118043845,3779,3.186340641,0.769
12422,33.71,-116.23,2.444,17,3.921158488,1.085277554,5032,4.048270314,0.9
12423,33.69,-116.15,2.9286,22,2.814285714,0.771428571,331,4.728571429,1.125
12424,33.64,-116.11,2.0871,20,3.585915493,0.997183099,1548,4.36056338,0.847
12425,33.64,-116.15,1.6557,10,3.862302483,1.126410835,1896,4.279909707,0.654
12426,33.63,-116.2,2.5,23,4.90212766,1.161702128,1077,4.582978723,0.963
12427,33.66,-116.21,3.8846,19,5.659574468,1.046099291,1201,4.258865248,1.009
12428,33.68,-116.21,1.5809,34,3.518072289,1.060240964,625,3.765060241,1
12429,33.68,-116.25,3.0114,16,7.847457627,1.601694915,238,2.016949153,3.667
12430,33.65,-116.26,10.2948,3,24.62582781,4.046357616,574,1.900662252,3.824
12431,33.53,-116.17,2.1287,13,3.875565611,1.158371041,1978,4.475113122,0.586
12432,33.53,-116.12,1.654,17,3.534306569,1.197080292,2971,4.337226277,1
12433,33.51,-116.01,1.7344,24,3.298342541,1.058563536,4042,4.466298343,0.664
12434,33.49,-115.84,2.0347,20,6.64,1.516,637,2.548,0.689
12435,33.68,-116.16,2.2679,12,4.730769231,1.065384615,1334,5.130769231,0.614
12436,33.67,-116.17,2.5714,18,4.549492386,1.015228426,3873,4.914974619,0.659
12437,33.66,-116.17,1.9306,22,4.176470588,1.326797386,664,4.339869281,0.475
12438,33.67,-116.19,1.7297,16,3.897274633,0.997903564,1994,4.180293501,0.675
12439,33.67,-116.18,2.2141,25,4.375757576,0.990909091,2940,4.454545455,0.667
12440,33.69,-116.18,2.375,17,4.238095238,0.904761905,79,3.761904762,1.55
12441,33.69,-116.19,2.5383,11,4.471327573,1.057344855,5682,4.463472113,0.74
12442,33.86,-116.08,2.425,16,5.08,1.186666667,182,2.426666667,0.761
12443,33.54,-115.22,1.625,18,6.028268551,1.402826855,3424,12.09893993,0.535
12444,33.92,-114.67,1.2656,17,6.466666667,1.6,29,1.933333333,0.275
12445,33.88,-115.58,3.1827,21,6.241935484,1.516129032,724,3.892473118,0.717
12446,33.82,-114.98,3.2097,15,12.38461538,2.480769231,137,2.634615385,0.713
12447,33.97,-114.49,1.6154,17,62.42222222,14.11111111,83,1.844444444,0.875
12448,33.6,-114.65,2.9653,28,6.5546875,1.2578125,666,2.6015625,0.949
12449,33.49,-114.68,1.6395,20,4.920792079,1.188118812,1135,3.745874587,0.444
12450,33.69,-114.56,1.6509,17,6.153846154,1.487179487,333,2.846153846,0.857
12451,33.64,-114.57,3.1917,14,6.64159292,1.491150442,515,2.278761062,0.734
12452,33.57,-114.57,1.925,20,5.549618321,1.244274809,624,2.381679389,0.655
12453,33.52,-114.57,2.0833,27,5.088235294,1.029411765,117,3.441176471,0.45
12454,33.61,-114.59,2.1782,34,4.535037879,1.112689394,3134,2.96780303,0.584
12455,33.62,-114.61,2.1759,16,4.904958678,1.078512397,1115,4.607438017,0.615
12456,33.62,-114.6,2.6797,16,4.540048544,0.972087379,2434,2.953883495,0.865
12457,33.63,-114.58,3.3438,29,5.80334728,0.987447699,671,2.807531381,0.74
12458,33.62,-114.62,0.536,26,6,1,5,1.666666667,2.75
12459,33.61,-114.58,2.6768,25,4.592417062,1.074249605,1841,2.908372828,0.824
12460,33.6,-114.6,1.625,21,4.549199085,1.105263158,1182,2.704805492,0.62
12461,38.58,-121.43,3.9167,35,5.77124183,1.039215686,1933,2.105664488,1.557
12462,38.57,-121.43,4.0972,38,5.595982143,0.995535714,888,1.982142857,1.637
12463,38.57,-121.42,3.7731,38,5.49122807,0.988304094,710,2.076023392,1.614
12464,38.58,-121.44,3.9271,43,5.296187683,0.994134897,764,2.240469208,1.471
12465,38.57,-121.43,3.5893,46,5.345733042,1.041575492,939,2.054704595,1.42
12466,38.57,-121.44,3.776,52,6.222222222,1.101010101,975,1.96969697,1.645
12467,38.58,-121.44,3.0208,42,5.233183857,0.975336323,892,2,1.488
12468,38.58,-121.45,3.4914,44,5.963917526,1.069587629,796,2.051546392,1.539
12469,38.57,-121.45,3.5313,48,5.419889503,0.983425414,704,1.944751381,1.479
12470,38.58,-121.46,3.8914,52,5.673101673,1.038610039,1604,2.064350064,1.816
12471,38.58,-121.46,1.7765,40,3.949008499,1.124645892,689,1.95184136,1.098
12472,38.58,-121.47,1.5922,44,3.962121212,1.051136364,878,1.662878788,1.151
12473,38.58,-121.47,2.3266,43,4.478823529,1.12,1484,1.745882353,1.375
12474,38.58,-121.47,2.6976,52,4.433551198,1.052287582,904,1.969498911,1.093
12475,38.58,-121.48,2.01,52,4.535433071,1.149606299,273,2.149606299,0.943
12476,38.58,-121.48,1.6277,48,3.67673716,1.123867069,1281,1.935045317,1.406
12477,38.58,-121.49,1.4034,52,3.567164179,1.101160862,1146,1.900497512,0.903
12478,38.59,-121.48,1.6116,52,3.70625,1.065625,1038,3.24375,0.705
12479,38.59,-121.49,1.0313,20,2.436842105,0.947368421,486,2.557894737,0.85
12480,38.58,-121.49,1.4375,52,4,1.296,456,1.824,1.688
12481,38.58,-121.5,0.7526,5,2.579661017,1.037288136,2031,6.884745763,1.625
12482,38.58,-121.5,2.5821,20,3.581105169,1.087344029,1570,1.399286988,1.25
12483,38.57,-121.5,3.358,9,4.65625,1.09375,297,1.85625,0.775
12484,38.58,-121.49,0.9196,52,1.550408719,1.103542234,509,1.386920981,1.375
12485,38.58,-121.48,1.245,42,3.624254473,1.125248509,761,1.512922465,1.375
12486,38.57,-121.48,1.4301,47,3.263721553,1.076305221,1148,1.536813922,1.417
12487,38.57,-121.48,1.625,52,3.032085561,1.032085561,272,1.454545455,1.875
12488,38.57,-121.49,1.7568,49,3.168646081,1.168646081,634,1.505938242,0.938
